CODE,FLIGHTNUMBER,ADDEP,ORIGEM,ADDES,DESTINO,DATA,ROUTE,FIXOENTRADA,FIXOSAIDA,NIVEL
GLO1222SBSPSBCX,GLO1222,SBSP,SÃOPAULO,SBCX,CAXIASDOSUL,01-AUG-1501.50.00.000000000PM,ONÇA34 M290,MOXAV,ARE,F100
PTLQZSBFLSBCX,PTLQZ,SBFL,FLORIANÓPOLIS,SBCX,CAXIASDOSUL,01-AUG-1502.42.23.000000000PM,DCT,SDBY,ETA,A015
TAM3058SBBRSBCY,TAM3058,SBBR,BRASÍLIA,SBCY,CUIABÁ,01-AUG-1501.19.00.000000000PM,DCT,R125,AE014,F180
TAM3760SBSPSBCY,TAM3760,SBSP,SÃOPAULO,SBCY,CUIABÁ,01-AUG-1510.49.48.000000000AM,DCT H302,SDLU,ETA,F065
GRIF188SBCGSBCY,GRIF188,SBCG,CAMPOGRANDE,SBCY,CUIABÁ,01-AUG-1511.15.00.000000000AM,DCT,SDBY,ETA,A015
ONE6382SBCGSBCY,ONE6382,SBCG,CAMPOGRANDE,SBCY,CUIABÁ,01-AUG-1511.40.00.000000000AM,DCT,SDBY,ETA,A015
PTWMUSBBWSBCY,PTWMU,SBBW,BARRADOGARÇAS,SBCY,CUIABÁ,01-AUG-1503.45.00.000000000PM,DCT H290,M295,ETA,F055
GLO1872SBGRSBCY,GLO1872,SBGR,SÃOPAULO,SBCY,CUIABÁ,01-AUG-1502.15.12.000000000PM,DCT H277/ONCA34,PERAU,ETA,F080
TAM3630SBGRSBCY,TAM3630,SBGR,SÃOPAULO,SBCY,CUIABÁ,01-AUG-1502.44.48.000000000AM,DCT H302,SDLU,ETA,F065
PTWMUSBBWSBCY,PTWMU,SBBW,BARRADOGARÇAS,SBCY,CUIABÁ,01-AUG-1503.47.31.000000000PM,DCT H290,M295,ETA,F055
PTB2255SBGOSBCY,PTB2255,SBGO,GOIÂNIA,SBCY,CUIABÁ,01-AUG-1502.20.15.000000000PM,TGL SSKT/NF,PBELO,ETA,A015
PRVOUSILCSBCY,PRVOU,SILC,LUCASDORIOVERDE,SBCY,CUIABÁ,01-AUG-1505.27.00.000000000PM,DCT H277/ONCA34,PERAU,ETA,F080
GLO1872SBGRSBCY,GLO1872,SBGR,SÃOPAULO,SBCY,CUIABÁ,01-AUG-1502.43.20.000000000PM,DCT H277/ONCA34,PERAU,ETA,F080
PRVOUSBCYSBCY,PRVOU,SBCY,CUIABÁ,SBCY,CUIABÁ,01-AUG-1508.04.47.000000000PM,CT JNV DCT,TMACT,ETA,A020
PREJPSBCYSBCY,PREJP,SBCY,CUIABÁ,SBCY,CUIABÁ,01-AUG-1511.17.40.000000000AM,DCT COSMÓPOLIS,STMA,ETA,A020
TAM3058SBBRSBCY,TAM3058,SBBR,BRASÍLIA,SBCY,CUIABÁ,01-AUG-1503.17.27.000000000PM,DCT,R125,AE014,F180
PTKCLSWSISBCY,PTKCL,SWSI,SINOP,SBCY,CUIABÁ,01-AUG-1512.46.00.000000000PM,DCT TGL SBVT,*ETA1,*ETA2,A020
GLO1122SBCGSBCY,GLO1122,SBCG,CAMPOGRANDE,SBCY,CUIABÁ,01-AUG-1502.26.48.000000000PM,DCT AE014,R115,AE014,F180
PRBIZSWTSSBCY,PRBIZ,SWTS,TANGARÁDASERRA,SBCY,CUIABÁ,01-AUG-1507.15.00.000000000PM,DCT AE014,R115,AE014,F180
TAM3058SBBRSBCY,TAM3058,SBBR,BRASÍLIA,SBCY,CUIABÁ,01-AUG-1502.40.00.000000000PM,DCT,R125,AE014,F180
PREJPSBCYSBCY,PREJP,SBCY,CUIABÁ,SBCY,CUIABÁ,01-AUG-1507.58.46.000000000PM,DCT H328,R345,ETA,F035
PTWOESBCYSBCY,PTWOE,SBCY,CUIABÁ,SBCY,CUIABÁ,01-AUG-1502.49.21.000000000PM,DCT,SBRD,SBRD,F045
PRVOOSWKCSBCY,PRVOO,SWKC,CÁCERES,SBCY,CUIABÁ,01-AUG-1504.37.00.000000000PM,DCT STM225070 DCT STM225140 DC,SNSH,TMA,F085
PRVOOSBCYSBCY,PRVOO,SBCY,CUIABÁ,SBCY,CUIABÁ,01-AUG-1511.13.39.000000000AM,DCT STM225070 DCT STM225140 DC,SNSH,TMA,F085
PRVOUSILCSBCY,PRVOU,SILC,LUCASDORIOVERDE,SBCY,CUIABÁ,01-AUG-1503.10.00.000000000PM,HDG015/RTN A045,PARAP,PARAP,F055
PTB2256SWSISBCY,PTB2256,SWSI,SINOP,SBCY,CUIABÁ,01-AUG-1507.42.12.000000000PM,DCT H334,ML011,ETA/,F080
PREJPSBCYSBCY,PREJP,SBCY,CUIABÁ,SBCY,CUIABÁ,01-AUG-1505.45.00.000000000PM,DCT,ETMA,ETA,F090
TAM3808SBGRSBCY,TAM3808,SBGR,SÃOPAULO,SBCY,CUIABÁ,01-AUG-1509.37.48.000000000PM,DCT H310,STMA,ETA,F065
PTRTYSWENSBCY,PTRTY,SWEN,ALTAFLORESTA,SBCY,CUIABÁ,01-AUG-1503.26.20.000000000PM,DCT H093,SWXQ,ETA,F055
ONE6385SBCGSBCY,ONE6385,SBCG,CAMPOGRANDE,SBCY,CUIABÁ,01-AUG-1501.52.00.000000000AM,DCT ML011 RNAV-21,MOMVA,ML011,F180
PRVOUSBCYSBCY,PRVOU,SBCY,CUIABÁ,SBCY,CUIABÁ,01-AUG-1509.24.48.000000000PM,DCT H093,SWXQ,ETA,F055
PTRAYSBCZSBCZ,PTRAY,SBCZ,CRUZEIRODOSUL,SBCZ,CRUZEIRODOSUL,01-AUG-1504.20.00.000000000PM,015AGL HDG,SDYJ,SDPV,VFR
PPCOBSBMTSBDN,PPCOB,SBMT,SÃOPAULO,SBDN,PRESIDENTEPRUDENTE,01-AUG-1512.50.00.000000000PM,DCT ML003,ML003,ETA,F140
PTOCJSBPPSBDN,PTOCJ,SBPP,PONTAPORÃ,SBDN,PRESIDENTEPRUDENTE,01-AUG-1507.21.00.000000000PM,DCT H220,SWXQ,ETA,F065
TAM3766SBGLSBEG,TAM3766,SBGL,RIODEJANEIRO,SBEG,MANAUS,01-AUG-1503.57.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3116SBFZSBEG,TAM3116,SBFZ,FORTALEZA,SBEG,MANAUS,01-AUG-1502.04.00.000000000AM,DCT,R125,AE014,F180
GLO1068SBGLSBEG,GLO1068,SBGL,RIODEJANEIRO,SBEG,MANAUS,01-AUG-1504.51.00.000000000AM,SBV FAZ SUISSA 150,EET,ETA,A005
TAM9010SBBRSBEG,TAM9010,SBBR,BRASÍLIA,SBEG,MANAUS,01-AUG-1501.14.00.000000000AM,TGL NF,PBELO,ETA,A010
TUS6572SBBESBEG,TUS6572,SBBE,BELÉM,SBEG,MANAUS,01-AUG-1502.49.12.000000000PM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3832SBGLSBEG,TAM3832,SBGL,RIODEJANEIRO,SBEG,MANAUS,01-AUG-1505.23.00.000000000AM,DCT H310,STMA,ETA,F065
GLO1650SBGRSBEG,GLO1650,SBGR,SÃOPAULO,SBEG,MANAUS,01-AUG-1504.56.48.000000000PM,LITORAL,KBDLO,TBBA,A010
GLO1650SBGRSBEG,GLO1650,SBGR,SÃOPAULO,SBEG,MANAUS,01-AUG-1502.20.00.000000000AM,LITORAL,KBDLO,TBBA,A010
PTRFRSBTFSBEG,PTRFR,SBTF,TEFÉ,SBEG,MANAUS,01-AUG-1510.10.48.000000000PM,DCT H322,SDLU,ETA,F085
PTGKXSWYNSBEG,PTGKX,SWYN,APUÍ,SBEG,MANAUS,01-AUG-1501.26.00.000000000PM,TGL SBML SDLP SBBU,SDLP,ETA,F055
TAM4765SBBESBEG,TAM4765,SBBE,BELÉM,SBEG,MANAUS,01-AUG-1504.57.00.000000000PM,DCT H310,STMA,ETA,F065
PTRFRSWCASBEG,PTRFR,SWCA,CARAUARI,SBEG,MANAUS,01-AUG-1504.59.22.000000000PM,DCT H322,SDLU,ETA,F085
TAM3765SBBVSBEG,TAM3765,SBBV,BOAVISTA,SBEG,MANAUS,01-AUG-1508.15.12.000000000PM,DCT H302,SDLU,ETA,F065
PTORCSBRBSBEG,PTORC,SBRB,RIOBRANCO,SBEG,MANAUS,01-AUG-1509.04.48.000000000AM,DCT H322,SDLU,ETA,F085
TAM4767SBBESBEG,TAM4767,SBBE,BELÉM,SBEG,MANAUS,01-AUG-1504.50.00.000000000AM,DCT H310,STMA,ETA,F065
TAM3746SBGRSBEG,TAM3746,SBGR,SÃOPAULO,SBEG,MANAUS,01-AUG-1505.56.48.000000000AM,DCT H302,SDLU,ETA,F065
TAM9010SBBRSBEG,TAM9010,SBBR,BRASÍLIA,SBEG,MANAUS,01-AUG-1504.15.00.000000000AM,TGL NF,PBELO,ETA,A010
AZU4170SBKPSBEG,AZU4170,SBKP,CAMPINAS,SBEG,MANAUS,01-AUG-1504.45.35.000000000AM,DCT H303,R170,ETA,F180
TAM3608SBBRSBEG,TAM3608,SBBR,BRASÍLIA,SBEG,MANAUS,01-AUG-1504.43.15.000000000PM,DCT H302,SDLU,ETA,F065
SID9974SBBRSBEG,SID9974,SBBR,BRASÍLIA,SBEG,MANAUS,01-AUG-1501.03.24.000000000PM,DCT,R125,AE014,F180
TUS6578SBBESBEG,TUS6578,SBBE,BELÉM,SBEG,MANAUS,01-AUG-1501.00.00.000000000PM,IFR BRUH260/F050,SDBY,BRU,F060
EDG412SBAQSBEG,EDG412,SBAQ,ARARAQUARA,SBEG,MANAUS,01-AUG-1506.42.00.000000000AM,DCT ARE,R110,AE014,F120
PTWDBSBUASBEG,PTWDB,SBUA,SÃOGABRIELDACACHOEIRA,SBEG,MANAUS,01-AUG-1507.30.00.000000000PM,DCT,SDLU,ETA,F180
GLO1646SBBRSBEG,GLO1646,SBBR,BRASÍLIA,SBEG,MANAUS,01-AUG-1503.30.12.000000000AM,DCT,R160,ETA,F180
N137JQSBGLSBEG,N137JQ,SBGL,RIODEJANEIRO,SBEG,MANAUS,01-AUG-1510.27.13.000000000PM,DCT,R160,ETA,F180
PTSHUSBTFSBEG,PTSHU,SBTF,TEFÉ,SBEG,MANAUS,01-AUG-1505.08.00.000000000PM,DCT,SDLU,ETA,F180
TAM3116SBFZSBEG,TAM3116,SBFZ,FORTALEZA,SBEG,MANAUS,01-AUG-1505.07.12.000000000AM,DCT,R125,AE014,F180
PRRTASBEGSBEG,PRRTA,SBEG,MANAUS,SBEG,MANAUS,01-AUG-1504.47.59.000000000PM,DCT,SDLU,ETA,F180
TAM3750SBGRSBEG,TAM3750,SBGR,SÃOPAULO,SBEG,MANAUS,01-AUG-1502.55.48.000000000AM,DCT H302,SDLU,ETA,F065
ONE6080SBGRSBEG,ONE6080,SBGR,SÃOPAULO,SBEG,MANAUS,01-AUG-1512.27.32.000000000PM,DCT,SDLU,ETA,F180
PTRFRSWCASBEG,PTRFR,SWCA,CARAUARI,SBEG,MANAUS,01-AUG-1502.42.00.000000000PM,DCT,SDLU,ETA,F180
TAM3748SBGRSBEG,TAM3748,SBGR,SÃOPAULO,SBEG,MANAUS,01-AUG-1501.22.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3746SBGRSBEG,TAM3746,SBGR,SÃOPAULO,SBEG,MANAUS,01-AUG-1503.07.00.000000000AM,DCT H302,SDLU,ETA,F065
GLO1922SBCTSBFI,GLO1922,SBCT,CURITIBA,SBFI,FOZDOIGUAÇU,01-AUG-1501.56.00.000000000PM,DCT H290,R170,NERVO,F180
GLO1114SBCTSBFI,GLO1114,SBCT,CURITIBA,SBFI,FOZDOIGUAÇU,01-AUG-1509.50.00.000000000PM,DCT H290,R170,NERVO,F180
GLO1079SBCTSBFI,GLO1079,SBCT,CURITIBA,SBFI,FOZDOIGUAÇU,01-AUG-1503.45.00.000000000AM,DCT H290,R170,NERVO,F180
TAM3967SBCTSBFI,TAM3967,SBCT,CURITIBA,SBFI,FOZDOIGUAÇU,01-AUG-1504.53.48.000000000PM,DCT H310,STMA,ETA,F065
TAM3124SBSPSBFI,TAM3124,SBSP,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1505.19.48.000000000PM,DCT,R125,AE014,F180
TAM4781SBSPSBFI,TAM4781,SBSP,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1511.19.48.000000000AM,DCT H310,STMA,ETA,F065
TAM3559SBGRSBFI,TAM3559,SBGR,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1505.30.12.000000000PM,DCT H302,SDLU,ETA,F065
TAM3557SBGRSBFI,TAM3557,SBGR,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1504.20.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3188SBGLSBFI,TAM3188,SBGL,RIODEJANEIRO,SBFI,FOZDOIGUAÇU,01-AUG-1502.57.48.000000000PM,DCT,R125,AE014,F180
TAM3187SBGLSBFI,TAM3187,SBGL,RIODEJANEIRO,SBFI,FOZDOIGUAÇU,01-AUG-1509.02.48.000000000PM,DCT,R125,AE014,F180
TAM3169SBGRSBFI,TAM3169,SBGR,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1501.24.00.000000000PM,DCT,R125,AE014,F180
TAM3340SBSPSBFI,TAM3340,SBSP,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1509.20.00.000000000AM,DCT,R125,AE014,F180
TAM3169SBGRSBFI,TAM3169,SBGR,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1512.00.00.000000000AM,DCT,R125,AE014,F180
GLO1382SBGRSBFI,GLO1382,SBGR,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1508.05.00.000000000PM,SBV FAZ SUISSA 150,EET,ETA,A005
GLO1062SBGRSBFI,GLO1062,SBGR,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1504.25.00.000000000PM,SBV FAZ SUISSA 150,EET,ETA,A005
GLO1460SBGLSBFI,GLO1460,SBGL,RIODEJANEIRO,SBFI,FOZDOIGUAÇU,01-AUG-1503.14.00.000000000PM,SBV FAZ SUISSA 150,EET,ETA,A005
TAM3690SBBRSBFI,TAM3690,SBBR,BRASÍLIA,SBFI,FOZDOIGUAÇU,01-AUG-1502.03.48.000000000AM,DCT H302,SDLU,ETA,F065
AZU5172SBPASBFI,AZU5172,SBPA,PORTOALEGRE,SBFI,FOZDOIGUAÇU,01-AUG-1501.14.00.000000000AM,DCT MRA,R150,ML003,F180
TAM3690SBBRSBFI,TAM3690,SBBR,BRASÍLIA,SBFI,FOZDOIGUAÇU,01-AUG-1502.11.36.000000000AM,DCT H302,SDLU,ETA,F065
TAM3659SBCTSBFI,TAM3659,SBCT,CURITIBA,SBFI,FOZDOIGUAÇU,01-AUG-1501.22.48.000000000AM,DCT H302,SDLU,ETA,F065
PRCCBSBMTSBFI,PRCCB,SBMT,SÃOPAULO,SBFI,FOZDOIGUAÇU,01-AUG-1505.00.00.000000000PM,DCT APO DCT GNV,PAJEM,SIREM,F150
TAM9035SBGLSBFL,TAM9035,SBGL,RIODEJANEIRO,SBFL,FLORIANÓPOLIS,01-AUG-1510.09.00.000000000PM,TGL NF,PBELO,ETA,A010
TTL5681SBGRSBFL,TTL5681,SBGR,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1507.57.12.000000000AM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3159SBGRSBFL,TAM3159,SBGR,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1503.11.00.000000000AM,DCT,R125,AE014,F180
TAM3996SBSPSBFL,TAM3996,SBSP,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1503.41.00.000000000PM,DCT H310,STMA,ETA,F065
TAM4700SBGLSBFL,TAM4700,SBGL,RIODEJANEIRO,SBFL,FLORIANÓPOLIS,01-AUG-1503.04.48.000000000PM,DCT H310,STMA,ETA,F065
PRFLNSBFLSBFL,PRFLN,SBFL,FLORIANÓPOLIS,SBFL,FLORIANÓPOLIS,01-AUG-1511.05.29.000000000PM,HDG 317,SDYJ,SBXG,F105
PRFLNSBFLSBFL,PRFLN,SBFL,FLORIANÓPOLIS,SBFL,FLORIANÓPOLIS,01-AUG-1501.08.56.000000000PM,DCT,R145,SBML,F003
TAM3875SBBRSBFL,TAM3875,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1501.33.00.000000000PM,DCT H310,STMA,ETA,F065
TAM3688SBBRSBFL,TAM3688,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1512.05.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3185SBGRSBFL,TAM3185,SBGR,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1507.31.00.000000000PM,DCT,R125,AE014,F180
TAM3103SBSPSBFL,TAM3103,SBSP,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1512.16.00.000000000PM,DCT,R125,AE014,F180
TAM3105SBSPSBFL,TAM3105,SBSP,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1501.31.00.000000000AM,DCT,R125,AE014,F180
TAM3185SBGRSBFL,TAM3185,SBGR,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1501.20.00.000000000PM,DCT,R125,AE014,F180
PTLQZSBCXSBFL,PTLQZ,SBCX,CAXIASDOSUL,SBFL,FLORIANÓPOLIS,01-AUG-1510.30.00.000000000AM,TGL SBML H080,SBML,ETA,F055
ONE6161SBBRSBFL,ONE6161,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1501.36.12.000000000AM,DCT DN004,ASGEL,DN004,F180
TAM3688SBBRSBFL,TAM3688,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1501.54.48.000000000AM,DCT H302,SDLU,ETA,F065
TAM3875SBBRSBFL,TAM3875,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1503.22.48.000000000PM,DCT H310,STMA,ETA,F065
ONE6175SBCHSBFL,ONE6175,SBCH,CHAPECÓ,SBFL,FLORIANÓPOLIS,01-AUG-1506.10.12.000000000PM,DCT DN004,ASGEL,DN004,F180
PTOZHSSZWSBFL,PTOZH,SSZW,PONTAGROSSA,SBFL,FLORIANÓPOLIS,01-AUG-1512.10.12.000000000PM,DCT H332,SDLU,ETA,F105
TAM3107SBSPSBFL,TAM3107,SBSP,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1512.30.00.000000000PM,DCT,R125,AE014,F180
TAM3159SBGRSBFL,TAM3159,SBGR,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1503.34.47.000000000AM,DCT,R125,AE014,F180
TAM3688SBBRSBFL,TAM3688,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1502.03.10.000000000AM,DCT H302,SDLU,ETA,F065
TAM4795SBSPSBFL,TAM4795,SBSP,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1505.42.00.000000000PM,DCT H310,STMA,ETA,F065
PRMSESBLOSBFL,PRMSE,SBLO,LONDRINA,SBFL,FLORIANÓPOLIS,01-AUG-1502.35.12.000000000PM,DCT H332,SDLU,ETA,F105
GLO1504SBSPSBFL,GLO1504,SBSP,SÃOPAULO,SBFL,FLORIANÓPOLIS,01-AUG-1504.50.00.000000000AM,DCT AE014,JAU,AE014,F160
PTRFTSBFLSBFL,PTRFT,SBFL,FLORIANÓPOLIS,SBFL,FLORIANÓPOLIS,01-AUG-1502.01.12.000000000PM,W33 ARU/N0220F160 W33,CONDE,CONDE,F160
TAM3413SBGLSBFL,TAM3413,SBGL,RIODEJANEIRO,SBFL,FLORIANÓPOLIS,01-AUG-1501.11.48.000000000PM,DCT,R125,AE014,F180
TAM3875SBBRSBFL,TAM3875,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1503.44.44.000000000PM,DCT H310,STMA,ETA,F065
PTLQZSBCXSBFL,PTLQZ,SBCX,CAXIASDOSUL,SBFL,FLORIANÓPOLIS,01-AUG-1501.11.57.000000000PM,DCT H278,STMA,ETA,F065
TAM3688SBBRSBFL,TAM3688,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1501.00.00.000000000AM,DCT H302,SDLU,ETA,F065
GLO1769SBBRSBFL,GLO1769,SBBR,BRASÍLIA,SBFL,FLORIANÓPOLIS,01-AUG-1501.25.00.000000000AM,DCT AE014 RNAV 17,SDMV,AE014,F180
PPSGFSBRFSBFN,PPSGF,SBRF,RECIFE,SBFN,FERNANDODENORONHA,01-AUG-1502.00.00.000000000PM,DCT ML003 RNAV 03,ETMA,ML003,F180
TAM9132SBGLSBFZ,TAM9132,SBGL,RIODEJANEIRO,SBFZ,FORTALEZA,01-AUG-1503.36.00.000000000AM,TGL NF,PBELO,ETA,A010
GLO1764SBEGSBFZ,GLO1764,SBEG,MANAUS,SBFZ,FORTALEZA,01-AUG-1509.10.00.000000000AM,DCT ML011,MOMVA,ML011,F180
TAM3080SBGLSBFZ,TAM3080,SBGL,RIODEJANEIRO,SBFZ,FORTALEZA,01-AUG-1502.45.48.000000000PM,DCT,R125,AE014,F180
TAM3516SBRFSBFZ,TAM3516,SBRF,RECIFE,SBFZ,FORTALEZA,01-AUG-1512.53.12.000000000AM,DCT H302,SDLU,ETA,F065
GLO1323SBRFSBFZ,GLO1323,SBRF,RECIFE,SBFZ,FORTALEZA,01-AUG-1511.12.12.000000000AM,DCT PAJEM DCT,PAJEM,TMA,F130
GLO9004SBBRSBFZ,GLO9004,SBBR,BRASÍLIA,SBFZ,FORTALEZA,01-AUG-1502.30.00.000000000AM,DCT PAJEM DCT,PAJEM,TMA,F130
