AEROVIA,FIXO
UW33 ,TMRFW      
UW33 ,URT        
UW33 ,CROMO      
UW33 ,DIANA      
UW33 ,FLZ        
UW33 ,REC        
UW33 ,AMVER      
UW33 ,BEL        
UW33 ,CLARK      
UW33 ,DOLTI      
UW33 ,EKAME      
UW33 ,ILMAN      
UW33 ,JANES      
UW33 ,MASVU      
UW33 ,LUTVI      
UW33 ,MALPU      
UW33 ,MATRA      
UW33 ,MNS        
UW33 ,NADIR      
UW33 ,PRI        
UW33 ,RESIN      
UW33 ,SAVIO      
UW33 ,SBBE       
UW33 ,SBSL       
UW33 ,SBSN       
UW33 ,SLI        
UW33 ,STM        
UW33 ,TEPIM      
UW33 ,TOBUS      
UW33 ,ISUPI      
UW33 ,IMBES      
UW33 ,JOBER      
UW33 ,UTRAM      
UW33 ,NEMIG      
UW33 ,OPSUT      
UW33 ,SBFZ       
UW33 ,JZR        
UW33 ,TOBUX      
UW33 ,OBLEV      
UW33 ,SBRF       
UW33 ,DOGSU      
UW33 ,KULAB      
UW33 ,OPREG      
UW33 ,SAFUC      
UW33 ,CALVO      
UW33 ,SBNT       
UW33 ,SBSV       
UW33 ,SNBR       
UW33 ,SBGV       
UW33 ,SBVT       
UW33 ,SBAR       
UW33 ,VUNOK      
UW33 ,DAPTA      
UW33 ,IRUXI      
UW33 ,ENRUS      
UW33 ,SBSG       
UW33 ,SBTE       
UW33 ,SNEC       
UW33 ,VUTNO      
UW33 ,NTL        
UW33 ,LAP        
UW33 ,SBJU       
UW33 ,SBMS       
UW33 ,SGR        
UW33 ,ISARA      
UW33 ,OPLIP      
UW33 ,SNLN       
UW33 ,SJDS       
UW33 ,SNGS       
UW33 ,SIRAP      
UW33 ,POSMU      
UW33 ,RODIT      
UW33 ,UGULO      
UW33 ,ACARI      
UW33 ,AMZAK      
UW33 ,ASOLA      
UW33 ,AZOIC      
UW33 ,BOMAL      
UW33 ,EGIMO      
UW33 ,SBCJ       
UW33 ,SBCY       
UW33 ,SBEG       
UW33 ,SBMA       
UW33 ,SBMN       
UW33 ,SBMQ       
UW33 ,SBOI       
UW33 ,SBPJ       
UW33 ,SBPV       
UW33 ,ILPER      
UW33 ,KOGMO      
UW33 ,KOKLI      
UW33 ,KUBID      
UW33 ,LET        
UW33 ,LIMPO      
UW33 ,LODOK      
UW33 ,MABMA      
UW33 ,MALMI      
UW33 ,MANSI      
UW33 ,MITU       
UW33 ,MOLPA      
UW33 ,MOMSO      
UW33 ,OPREM      
UW33 ,PMS        
UW33 ,POVLA      
UW33 ,POXUM      
UW33 ,PUKLA      
UW33 ,SBBV       
UW33 ,SBCZ       
UW33 ,EDPEM      
UW33 ,ESBUV      
UW33 ,KILEV      
UW33 ,MAPVU      
UW33 ,SBJP       
UW33 ,SBPS       
UW33 ,LUSUK      
UW33 ,POPTI      
UW33 ,SBUY       
UW33 ,SIGAX      
UW33 ,SINOL      
UW33 ,SWFN       
UW33 ,SWPD       
UW33 ,SWPI       
UW33 ,SWSI       
UW33 ,TEMID      
UW33 ,TIR        
UW33 ,TOSAR      
UW33 ,UGAGA      
UW33 ,UMLEV      
UW33 ,VILUX      
UW33 ,VLH        
UW33 ,VULBU      
UW33 ,MOSNI      
UW33 ,SBUA       
UW33 ,SBRD       
UW33 ,MUBGI      
UW33 ,OSORA      
UW33 ,PERLA      
UW33 ,UGATI      
UW33 ,DIKAL      
UW33 ,KOKTU      
UW33 ,MASVA      
UW33 ,RCO        
UW33 ,CIA        
UW33 ,RUBIC      
UW33 ,SBMO       
UW33 ,SBVH       
UW33 ,SWPA       
UW33 ,SBJI       
UW33 ,ASAPA      
UW33 ,NECTO      
UW33 ,MONIC      
UW33 ,SGC        
UW33 ,SBIL       
UW33 ,SWIN       
UW33 ,LITUL      
UW33 ,OPSUS      
UW33 ,AKNOV      
UW33 ,SBJC       
UW33 ,MALBA      
UW33 ,RIXOM      
UW33 ,SBRB       
UW33 ,OGTID      
UW33 ,TOMAS      
UW33 ,VAMIL      
UW33 ,KOGDA      
UW33 ,SNAT       
UW33 ,SDVI       
UW42 ,DEDOR      
UW42 ,DOGNA      
UW42 ,EFRAT      
UW42 ,GRUDE      
UW42 ,LAP        
UW42 ,ZAMBI      
UW42 ,SVD        
UW43 ,FRONT      
UW43 ,FROXX      
UW43 ,ABUCU      
UW43 ,BRR        
UW43 ,FLZ        
UW43 ,IMBUD      
UW43 ,OCTIL      
UW43 ,VIANA      
UW43 ,ZORZA      
UW43 ,SBG        
UW43 ,BSI        
UW43 ,PANOK      
UW43 ,PELTA      
UW43 ,PIANO      
UW43 ,BRS        
UW43 ,CASSI      
UW44 ,GUTOL      
UW44 ,FLZ        
UW44 ,PANDO      
UW44 ,TRS        
UW44 ,VAMIL      
UW44 ,BRR        
UW44 ,ISUBA      
UW44 ,GUTOI      
UW44 ,SBTE       
UW44 ,URT        
UW44 ,DOGSU      
UW44 ,SBFZ       
UW44 ,SBRF       
UW44 ,SBSV       
UW44 ,OSABI      
UW44 ,VTR        
UW44 ,MUBSA      
UW44 ,PCI        
UW44 ,SBQV       
UW44 ,MOSNI      
UW44 ,POSMU      
UW44 ,OBLEV      
UW44 ,VACAR      
UW44 ,UGULO      
UW44 ,IMBES      
UW44 ,LIBRA      
UW44 ,REMIG      
UW44 ,SBAR       
UW44 ,VUTNO      
UW44 ,SBVT       
UW44 ,TNA        
UW44 ,MICRO      
UW44 ,KOKBO      
UW45 ,ALBEX      
UW45 ,BETEL      
UW45 ,BRU        
UW45 ,CGO        
UW45 ,CPN        
UW45 ,CURLY      
UW45 ,EQUIV      
UW45 ,FAROL      
UW45 ,MEVIL      
UW45 ,MINCE      
UW45 ,SBAU       
UW45 ,SBGR       
UW45 ,SBKP       
UW45 ,SBSP       
UW45 ,SCB        
UW45 ,TOMBO      
UW45 ,CIA        
UW45 ,PROSA      
UW45 ,SIRIA      
UW45 ,MUGOT      
UW45 ,POXET      
UW47 ,SBMG       
UW47 ,ORANA      
UW47 ,SBGR       
UW47 ,OPRUB      
UW47 ,SBSP       
UW47 ,SBCG       
UW47 ,CLARO      
UW47 ,DEVIL      
UW47 ,CTB        
UW47 ,LECO       
UW47 ,LOPES      
UW47 ,NEGUS      
UW47 ,PAINT      
UW47 ,PERES      
UW47 ,PNG        
UW47 ,RDE        
UW47 ,SBCT       
UW47 ,TUBO       
UW47 ,JNV        
UW47 ,RONUT      
UW47 ,SIDOX      
UW47 ,OSAMU      
UW47 ,VTR        
UW47 ,MUBIP      
UW47 ,SBBI       
UW47 ,SASNU      
UW47 ,BCO        
UW47 ,GEMUV      
UW47 ,SBPA       
UW47 ,LUPTA      
UW47 ,SIDAK      
UW47 ,ANISE      
UW47 ,SBPP       
UW47 ,SBDO       
UW47 ,SBKP       
UW47 ,KOTOL      
UW47 ,SBGL       
UW47 ,SSKU       
UW47 ,SBCA       
UW48 ,SBVT       
UW48 ,SJC        
UW48 ,BALL       
UW48 ,CELSO      
UW48 ,GRADE      
UW48 ,MENDS      
UW48 ,PORTE      
UW48 ,PRAY       
UW48 ,SBGR       
UW48 ,SBSP       
UW48 ,CWFIA      
UW48 ,DOGSU      
UW48 ,SBFI       
UW48 ,SBYS       
UW48 ,LONEG      
UW48 ,SBFL       
UW48 ,OBDOK      
UW48 ,SBCG       
UW48 ,SIDIG      
UW48 ,ELAMO      
UW48 ,SBMG       
UW48 ,SBPA       
UW48 ,SBRJ       
UW48 ,BRU        
UW48 ,CARMO      
UW48 ,MOXAV      
UW48 ,PROX       
UW48 ,SELRA      
UW48 ,SIDIB      
UW48 ,FRAUD      
UW48 ,FOZ        
UW48 ,LON        
UW48 ,MATEL      
UW48 ,NERVO      
UW48 ,RAMOS      
UW48 ,SBLO       
UW48 ,PIR        
UW48 ,AAQ        
UW48 ,SERRA      
UW48 ,VENUS      
UW48 ,MRN        
UW48 ,TUBE       
UW48 ,MOMVA      
UW48 ,RODUS      
UW48 ,ORIGO      
UW48 ,PREGO      
UW48 ,RONUT      
UW48 ,SBCA       
UW48 ,SIRED      
UW48 ,VULTO      
UW48 ,MAVGU      
UW48 ,PERAU      
UW48 ,ENACT      
UW48 ,ERVAS      
UW48 ,ESMAP      
UW48 ,NEFAS      
UW48 ,SEBKA      
UW48 ,SASNU      
UW48 ,VTR        
UW48 ,SBGL       
UW48 ,RORAX      
UW48 ,KOTRU      
UW48 ,GENBI      
UW48 ,SIGAR      
UW48 ,TILKI      
UW48 ,MUBET      
UW48 ,CNF        
UW48 ,ISIBI      
UW48 ,GEMUV      
UW48 ,SAPGU      
UW48 ,LONAL      
UW48 ,TEMOB      
UW48 ,CPN        
UW48 ,SBCT       
UW48 ,SIGAK      
UW48 ,SSIE       
UW48 ,PANAM      
UW48 ,PRR        
UW48 ,SBGP       
UW48 ,SBNF       
UW48 ,PUKTO      
UW48 ,SBBI       
UW48 ,SSAP       
UW48 ,SSHN       
UW48 ,SNAX       
UW48 ,DUNCE      
UW48 ,ILMIS      
UW48 ,TEMED      
UW48 ,MOXEP      
UW48 ,PAMUS      
UW48 ,ANSUG      
UW48 ,SAVMO      
UW48 ,UDUDO      
UW48 ,SWIT       
UW48 ,SBUL       
UW48 ,CAV        
UW48 ,AKNEN      
UW48 ,SBCF       
UW48 ,SBSM       
UW48 ,ESIGI      
UW48 ,PUPSI      
UW49 ,SBMT       
UW49 ,SBLO       
UW49 ,ATEBO      
UW49 ,CGO        
UW49 ,CRYPT      
UW49 ,GERAL      
UW49 ,KARIU      
UW49 ,LON        
UW49 ,NETOS      
UW49 ,SBGR       
UW49 ,SBSP       
UW49 ,SCB        
UW49 ,RDE        
UW49 ,SBKP       
UW49 ,ARULA      
UW49 ,BRU        
UW49 ,FRAUD      
UW49 ,SASNU      
UW5  ,TEMIT      
UW5  ,TEMOV      
UW5  ,BELIA      
UW5  ,BHZ        
UW5  ,YTZ        
UW5  ,SIGIR      
UW5  ,CNF        
UW5  ,OPLEX      
UW5  ,ACENA      
UW5  ,BRR        
UW5  ,CRAFT      
UW5  ,DRUNK      
UW5  ,GAVUT      
UW5  ,MCL        
UW5  ,NELSO      
UW5  ,NIMBO      
UW5  ,OLEAR      
UW5  ,PRONO      
UW5  ,EGBAR      
UW5  ,GORDO      
UW5  ,ODIR       
UW5  ,RIOH       
UW5  ,SBBH       
UW5  ,SIGOK      
UW5  ,SIGXX      
UW5  ,CARDO      
UW5  ,ILPER      
UW5  ,ILSAT      
UW5  ,MCP        
UW5  ,MEXAR      
UW5  ,PIRES      
UW5  ,SBBE       
UW5  ,SBMQ       
UW5  ,BEL        
UW5  ,BELIS      
UW50 ,SBNM       
UW50 ,MILTA      
UW50 ,EKUBA      
UW50 ,MLO        
UW50 ,SBCF       
UW50 ,SBCG       
UW50 ,SBPA       
UW50 ,SIRED      
UW50 ,TOSAR      
UW50 ,AROMA      
UW50 ,PAJAM      
UW50 ,SNMU       
UW50 ,DOKLU      
UW50 ,ZANA       
UW50 ,TRIGO      
UW50 ,USABA      
UW50 ,VTR        
UW50 ,ADA        
UW50 ,BOTOM      
UW50 ,CAX        
UW50 ,CGO        
UW50 ,CGR        
UW50 ,CLOSE      
UW50 ,NIKDO      
UW50 ,NILSA      
UW50 ,NINDO      
UW50 ,NISNU      
UW50 ,OPRUB      
UW50 ,SEKPA      
UW50 ,BFR        
UW50 ,GIKPO      
UW50 ,MABSI      
UW50 ,MUBSU      
UW50 ,PABOX      
UW50 ,PUBSI      
UW50 ,PUBTA      
UW50 ,PUBTI      
UW50 ,PUBTU      
UW50 ,SEBTA      
UW50 ,GIDOD      
UW50 ,BANJO      
UW50 ,BIDEV      
UW50 ,CVL        
UW50 ,DINER      
UW50 ,GEBIT      
UW50 ,MSS        
UW50 ,OPSUS      
UW50 ,SVD        
UW50 ,TOMAS      
UW50 ,CPN        
UW50 ,CPO        
UW50 ,EGITO      
UW50 ,GROVE      
UW50 ,IRLAM      
UW50 ,KNAVE      
UW50 ,MAC        
UW50 ,MARRY      
UW50 ,MIMIR      
UW50 ,MRC        
UW50 ,NERVO      
UW50 ,NIBGA      
UW50 ,ORDEA      
UW50 ,PCX        
UW50 ,PONGO      
UW50 ,PRR        
UW50 ,RDE        
UW50 ,SBGL       
UW50 ,SBGR       
UW50 ,SBJR       
UW50 ,SBPF       
UW50 ,EUDES      
UW50 ,SBRJ       
UW50 ,SBSP       
UW50 ,SBVT       
UW50 ,SCB        
UW50 ,KOKPI      
UW50 ,MIA        
UW50 ,SGR        
UW50 ,PAI        
UW50 ,TOMBO      
UW50 ,MCA        
UW50 ,ORBAM      
UW50 ,SCR        
UW50 ,XAREO      
UW50 ,SJC        
UW50 ,GRD        
UW50 ,KODSO      
UW50 ,OBGAS      
UW50 ,ALCIR      
UW50 ,RAIRA      
UW50 ,KOVRI      
UW50 ,LOMOK      
UW50 ,SBCT       
UW50 ,FEMUR      
UW50 ,AKPOD      
UW50 ,SASNU      
UW50 ,ISOBU      
UW50 ,SBNF       
UW50 ,SBGO       
UW50 ,YLH        
UW50 ,SBAQ       
UW50 ,DILUB      
UW50 ,NEMIG      
UW50 ,BONF       
UW50 ,SBSV       
UW50 ,EVPAB      
UW50 ,ILRET      
UW50 ,IRUXI      
UW51 ,GRADE      
UW51 ,EMBER      
UW51 ,LON        
UW51 ,MINCE      
UW51 ,ORDEA      
UW51 ,PARSE      
UW51 ,STN        
UW52 ,BRAKE      
UW52 ,CGR        
UW52 ,DAKEM      
UW52 ,DARAL      
UW52 ,EQUIV      
UW52 ,GNOME      
UW52 ,LAPSE      
UW52 ,NEMEU      
UW52 ,RORAX      
UW52 ,AAQ        
UW52 ,FOSSE      
UW52 ,HARDY      
UW52 ,BUTNA      
UW52 ,VULTO      
UW54 ,TOCAN      
UW54 ,BSYSH      
UW54 ,GOI        
UW54 ,PIR        
UW54 ,ABAFT      
UW54 ,BEANO      
UW54 ,BRUTI      
UW55 ,CPN        
UW55 ,PORTE      
UW55 ,SKUB       
UW55 ,MABMA      
UW55 ,ITAMA      
UW55 ,MANSE      
UW55 ,POLVO      
UW55 ,PRAY       
UW55 ,SBBR       
UW55 ,SBCF       
UW55 ,SBCY       
UW55 ,SBIP       
UW55 ,SBKP       
UW55 ,SBSP       
UW55 ,SBVT       
UW55 ,STN        
UW55 ,GAUZE      
UW55 ,GRADE      
UW55 ,BSYSE      
UW55 ,ULD        
UW55 ,BSI        
UW55 ,KEVOP      
UW55 ,RUTLE      
UW55 ,AAQ        
UW55 ,BRS        
UW55 ,BRUTI      
UW55 ,CELSO      
UW55 ,CORVO      
UW55 ,KIOTO      
UW55 ,AAQQ       
UW55 ,TESEK      
UW55 ,RPR        
UW55 ,FRAUD      
UW58 ,MORGA      
UW58 ,PIR        
UW58 ,RONIL      
UW58 ,SBJD       
UW58 ,TUBE       
UW58 ,BGC        
UW58 ,HARDY      
UW58 ,ILMOK      
UW58 ,MENDS      
UW58 ,SBBR       
UW58 ,SBCF       
UW58 ,SBGO       
UW58 ,SBGR       
UW58 ,SBGV       
UW58 ,SBKP       
UW58 ,ESGUM      
UW58 ,TRIVI      
UW58 ,ACJ        
UW58 ,GONZA      
UW58 ,JUDAS      
UW58 ,LIBRA      
UW58 ,NICAR      
UW58 ,ORAGO      
UW58 ,POTRO      
UW58 ,REC        
UW58 ,SVD        
UW58 ,TMSVV      
UW58 ,ZANET      
UW58 ,MAVIK      
UW58 ,NISTI      
UW58 ,PCL        
UW58 ,PREGO      
UW58 ,RAVEL      
UW58 ,SAGAZ      
UW58 ,SCB        
UW58 ,BHZ        
UW58 ,CNF        
UW58 ,CPN        
UW58 ,CROOK      
UW58 ,DEPOT      
UW58 ,DOBKO      
UW58 ,FAITI      
UW58 ,KOLVO      
UW58 ,RUBEN      
UW58 ,ARU        
UW58 ,DENDE      
UW58 ,MCO        
UW59 ,ZANET      
UW59 ,GOI        
UW59 ,ULD        
UW59 ,URB        
UW59 ,PAGXX      
UW59 ,MERCO      
UW59 ,PAGUE      
UW59 ,PCL        
UW59 ,CASTE      
UW59 ,CORVO      
UW59 ,DIFAT      
UW59 ,EDOLA      
UW59 ,ROMXX      
UW59 ,PAMEO      
UW59 ,ROMIK      
UW6  ,SIGAK      
UW6  ,SBCO       
UW6  ,SBGR       
UW6  ,MOMVA      
UW6  ,JAUNT      
UW6  ,VARSO      
UW6  ,ABEAR      
UW6  ,AMERO      
UW6  ,ATEBO      
UW6  ,BRU        
UW6  ,MUDSU      
UW6  ,HARDY      
UW6  ,IRULA      
UW6  ,BSI        
UW6  ,PAGXX      
UW6  ,CTB        
UW6  ,CXS        
UW6  ,DOMIN      
UW6  ,GALES      
UW6  ,LUCAS      
UW6  ,MADRI      
UW6  ,MORLU      
UW6  ,MOVER      
UW6  ,ORDEA      
UW6  ,POR        
UW6  ,SBBI       
UW6  ,SBCT       
UW6  ,SBPA       
UW6  ,JOACA      
UW6  ,KOGLI      
UW6  ,LIBEC      
UW6  ,LUZ        
UW6  ,PAGUE      
UW6  ,PASTE      
UW6  ,PMS        
UW6  ,RUSTE      
UW6  ,ASTOB      
UW6  ,BEANO      
UW6  ,BRAZE      
UW6  ,BRS        
UW6  ,CNB        
UW6  ,EGALE      
UW6  ,ENACT      
UW6  ,FRAIL      
UW6  ,AGI        
UW6  ,BEL        
UW6  ,BROKE      
UW6  ,GIRAL      
UW6  ,KEVAD      
UW6  ,LEMIS      
UW6  ,OROKA      
UW6  ,PERAU      
UW6  ,MOPIM      
UW6  ,SBBE       
UW6  ,SBMA       
UW6  ,SWGN       
UW6  ,RPR        
UW6  ,PORMI      
UW6  ,PADIR      
UW6  ,PAGIN      
UW6  ,ESNER      
UW6  ,OGRUN      
UW6  ,PERNA      
UW6  ,PNG        
UW6  ,SBAE       
UW6  ,SBLO       
UW6  ,SBFL       
UW6  ,TIGDA      
UW6  ,ALVOX      
UW6  ,EKABI      
UW6  ,FRAUD      
UW6  ,GLOVE      
UW6  ,IVSOB      
UW6  ,KIMUV      
UW6  ,NITGO      
UW6  ,SAVMO      
UW6  ,SBCX       
UW6  ,SBRJ       
UW6  ,SASNU      
UW6  ,SBGL       
UW6  ,SSPG       
UW6  ,DARCI      
UW6  ,GEMUV      
UW6  ,OGNAV      
UW6  ,TOGON      
UW6  ,UDUDO      
UW6  ,KOLBU      
UW6  ,BSCWD      
UW6  ,SBKP       
UW6  ,DETUB      
UW6  ,EGITO      
UW6  ,ISIBI      
UW6  ,SSIE       
UW6  ,PUNTO      
UW6  ,SBSP       
UW6  ,AGURI      
UW6  ,AKNEN      
UW6  ,EDVON      
UW6  ,OAS        
UW6  ,OBDOK      
UW6  ,PREGO      
UW6  ,SBBH       
UW6  ,DOGSU      
UW6  ,SSCN       
UW6  ,GEDEL      
UW6  ,BSCWF      
UW6  ,NAFIL      
UW6  ,SSNJ       
UW6  ,TENUD      
UW6  ,URURI      
UW6  ,UTKOL      
UW6  ,AKVIS      
UW6  ,ESIGI      
UW6  ,NADAR      
UW6  ,OCASO      
UW6  ,SDLP       
UW6  ,SBNF       
UW6  ,VUKIK      
UW6  ,ASGEL      
UW6  ,ARULA      
UW6  ,GAVED      
UW6  ,PARSE      
UW6  ,ATARI      
UW6  ,FOZ        
UW6  ,CURSE      
UW6  ,ISOGU      
UW6  ,MUBET      
UW6  ,NANDU      
UW6  ,NEGUS      
UW6  ,SANBO      
UW6  ,SBCA       
UW6  ,SBJV       
UW6  ,SBPK       
UW6  ,SSBG       
UW6  ,UMGOR      
UW6  ,ENPUP      
UW6  ,KIBOG      
UW61 ,ANISE      
UW61 ,CTB        
UW61 ,GLOBO      
UW61 ,PNG        
UW61 ,SAT        
UW61 ,SBCT       
UW61 ,SBPF       
UW62 ,RONUT      
UW62 ,MLO        
UW62 ,MOXAV      
UW62 ,OBDOK      
UW62 ,AGENT      
UW62 ,ATNAS      
UW62 ,BRAVO      
UW62 ,BRU        
UW62 ,CANOP      
UW62 ,CAX        
UW62 ,CGR        
UW62 ,SIDOX      
UW62 ,GRADE      
UW62 ,CUB        
UW62 ,DARAL      
UW62 ,NEGRO      
UW62 ,NEMO       
UW62 ,NIPLE      
UW62 ,NOA        
UW62 ,ORIGO      
UW62 ,OSELI      
UW62 ,PCX        
UW62 ,PERES      
UW62 ,RDE        
UW62 ,SAT        
UW62 ,SBCG       
UW62 ,SBDN       
UW62 ,SBGR       
UW62 ,SBKP       
UW62 ,MANSE      
UW62 ,PORTE      
UW62 ,NIBGA      
UW62 ,SBSP       
UW62 ,SJC        
UW62 ,TUBO       
UW62 ,UTRON      
UW62 ,BCO        
UW62 ,CPN        
UW62 ,NOGUR      
UW62 ,PNG        
UW62 ,GROVE      
UW62 ,MENDS      
UW62 ,AAQQ       
UW62 ,LONEG      
UW62 ,SIRIS      
UW62 ,PIR        
UW62 ,GRD        
UW62 ,CGO        
UW62 ,BSCWK      
UW62 ,SBCT       
UW62 ,EGIMO      
UW62 ,ISIBI      
UW62 ,SBGL       
UW62 ,SASNU      
UW62 ,SBCR       
UW62 ,SCB        
UW62 ,SBRJ       
UW62 ,BRASA      
UW62 ,FOZ        
UW62 ,SIDAK      
UW62 ,MOMVA      
UW62 ,AKPOD      
UW62 ,DETUB      
UW62 ,FRAUD      
UW62 ,OGNAV      
UW62 ,GALES      
UW62 ,LOLAG      
UW62 ,IVSOB      
UW62 ,PERAU      
UW62 ,UMKAM      
UW62 ,SBPA       
UW62 ,ENACT      
UW62 ,EVLOL      
UW62 ,ARGOS      
UW63 ,CANO       
UW63 ,COSME      
UW63 ,LOPES      
UW63 ,CGO        
UW63 ,MAC        
UW63 ,SJC        
UW63 ,PCX        
UW63 ,SAT        
UW63 ,SBGR       
UW63 ,BCO        
UW63 ,USABA      
UW63 ,SBSJ       
UW63 ,SBSP       
UW63 ,SCR        
UW63 ,SDAM       
UW63 ,MCA        
UW63 ,RDE        
UW63 ,BSCWK      
UW63 ,CPN        
UW64 ,MCA        
UW64 ,ADA        
UW64 ,LITRE      
UW64 ,MOTOB      
UW64 ,SAT        
UW64 ,SBGL       
UW64 ,SBRJ       
UW64 ,MIA        
UW64 ,PCX        
UW64 ,KOGBA      
UW65 ,ALCIR      
UW65 ,PCX        
UW65 ,CPO        
UW65 ,ZANA       
UW65 ,KOKPI      
UW66 ,SBFL       
UW66 ,DIDOM      
UW66 ,KIGOL      
UW66 ,MIA        
UW66 ,MOLSU      
UW66 ,NINDO      
UW66 ,PUBTI      
UW66 ,SBLO       
UW66 ,KUBGO      
UW66 ,LUCAS      
UW66 ,SBGL       
UW66 ,SBPA       
UW66 ,SBRJ       
UW66 ,SBVT       
UW66 ,SEKPA      
UW66 ,DIONI      
UW66 ,RONUT      
UW66 ,ORANA      
UW66 ,SBCT       
UW66 ,AULIC      
UW66 ,CGO        
UW66 ,PANIS      
UW66 ,CRANE      
UW66 ,DARCI      
UW66 ,FOZ        
UW66 ,MALEV      
UW66 ,MORLU      
UW66 ,PONTE      
UW66 ,RDE        
UW66 ,SARA       
UW66 ,SBGR       
UW66 ,SBSP       
UW66 ,NIBGA      
UW66 ,EGBES      
UW66 ,MASLU      
UW66 ,MCA        
UW66 ,MOTOB      
UW66 ,MOVGI      
UW66 ,OPRUB      
UW66 ,SCB        
UW66 ,DORMI      
UW66 ,SIPOR      
UW66 ,SBKP       
UW66 ,SSAY       
UW66 ,ILMIG      
UW66 ,LOBAT      
UW66 ,LOLAG      
UW66 ,SEKTI      
UW66 ,SASNU      
UW66 ,DOGSU      
UW66 ,GEMUV      
UW66 ,ENACT      
UW66 ,GRD        
UW66 ,TBE        
UW66 ,VUNTU      
UW66 ,MUBET      
UW66 ,SBCH       
UW66 ,IRUVO      
UW66 ,PNG        
UW66 ,SBCG       
UW66 ,SSVL       
UW66 ,UMRIM      
UW66 ,ANISE      
UW66 ,OGNAV      
UW66 ,SDCO       
UW66 ,BRASA      
UW66 ,FLORI      
UW66 ,MINOT      
UW66 ,SAVKA      
UW66 ,UMKAM      
UW66 ,SBFI       
UW66 ,BCO        
UW66 ,PUPET      
UW66 ,ANPAX      
UW66 ,SBPP       
UW66 ,SBCD       
UW66 ,VULIM      
UW66 ,VUVPI      
UW66 ,TOSAR      
UW66 ,PERAU      
UW66 ,ESENO      
UW66 ,ISOGU      
UW66 ,PREGO      
UW66 ,VADEV      
UW66 ,ISIBI      
UW66 ,FRAUD      
UW66 ,GIKPO      
UW66 ,TIGBU      
UW66 ,TOGON      
UW9  ,GRADE      
UW9  ,UVBIL      
UW9  ,VURUM      
UW9  ,NEFAR      
UW9  ,NILON      
UW9  ,OBLIG      
UW9  ,PASTE      
UW9  ,PEQUI      
UW9  ,PIR        
UW9  ,QUILT      
UW9  ,RONIL      
UW9  ,RUTLE      
UW9  ,SAMAR      
UW9  ,BAG        
UW9  ,ATF        
UW9  ,MASMA      
UW9  ,MNS        
UW9  ,NANDA      
UW9  ,ATONI      
UW9  ,MIKAM      
UZ1  ,RUBIC      
UZ1  ,SBGR       
UZ1  ,BRIDE      
UZ1  ,MORGA      
UZ1  ,NEFAS      
UZ1  ,SBGO       
UZ1  ,TOMBO      
UZ1  ,BAIAN      
UZ1  ,FRAUD      
UZ1  ,KUBAL      
UZ1  ,CARDO      
UZ1  ,KIGOK      
UZ1  ,MUBOD      
UZ1  ,SIDOG      
UZ1  ,LUTVA      
UZ1  ,PUBNA      
UZ1  ,OPLEV      
UZ1  ,OPREP      
UZ1  ,OPROV      
UZ1  ,GRUFF      
UZ1  ,BERTI      
UZ1  ,ESLIT      
UZ1  ,FLZ        
UZ1  ,GRUDE      
UZ1  ,HABIT      
UZ1  ,JZR        
UZ1  ,LIBRA      
UZ1  ,OFITO      
UZ1  ,TROVA      
UZ1  ,DONA       
UZ1  ,PCX        
UZ1  ,SBGL       
UZ1  ,MILTA      
UZ1  ,PITON      
UZ1  ,ESMAP      
UZ1  ,FERMA      
UZ1  ,SARLA      
UZ1  ,KIKAB      
UZ1  ,KIKAD      
UZ1  ,NIDSA      
UZ1  ,MOTBO      
UZ1  ,PROST      
UZ1  ,REMUB      
UZ1  ,VUGOK      
UZ1  ,IMBAP      
UZ1  ,SBBR       
UZ1  ,RONIL      
UZ1  ,MOMSI      
UZ1  ,IRUXI      
UZ1  ,MALMU      
UZ1  ,EVLUG      
UZ1  ,EVNUM      
UZ1  ,IMBOG      
UZ1  ,ISUGI      
UZ1  ,IVPOS      
UZ1  ,SBJU       
UZ1  ,SBJP       
UZ1  ,OGNAV      
UZ1  ,UKARI      
UZ1  ,VTR        
UZ1  ,SBSV       
UZ1  ,SSFL       
UZ1  ,SASBU      
UZ1  ,SBSG       
UZ1  ,SBMO       
UZ1  ,TEGIM      
UZ1  ,BUXER      
UZ1  ,EVMED      
UZ1  ,SBAR       
UZ1  ,SIFV       
UZ1  ,VUNOK      
UZ1  ,EGDES      
UZ1  ,ISRIN      
UZ1  ,MIGIG      
UZ1  ,SBRJ       
UZ1  ,POSMU      
UZ1  ,BETAR      
UZ1  ,SBRF       
UZ1  ,EDVAR      
UZ1  ,SNTF       
UZ1  ,FNR        
UZ1  ,OBLEV      
UZ1  ,DOGSU      
UZ1  ,SBVT       
UZ1  ,MUMAS      
UZ1  ,MULSO      
UZ1  ,ARVOP      
UZ1  ,UBLAM      
UZ1  ,GUEST      
UZ1  ,RETOL      
UZ1  ,SNJM       
UZ1  ,MANDU      
UZ1  ,OSIRA      
UZ1  ,DAKAP      
UZ10 ,APINO      
UZ10 ,DOGSU      
UZ10 ,KEXAL      
UZ10 ,BRIDE      
UZ10 ,KUBOX      
UZ10 ,SIDIM      
UZ10 ,SIDIP      
UZ10 ,ESDAS      
UZ10 ,SIDUR      
UZ10 ,MOTVA      
UZ10 ,VUKES      
UZ10 ,AWAKE      
UZ10 ,BITAK      
UZ10 ,ESMAP      
UZ10 ,GIKRI      
UZ10 ,MUNEX      
